ep_count,ep_steps,total_steps,packages_lost,ep_reward,speed_mean,speed_max,BestLap,LapNo_0
45,573,25800,0,58.63834912873266,10.91953315173456,32.37457275390625,0.0,0.0
46,319,26121,0,96.29733388149054,28.436380348287283,44.62568283081055,0.0,0.0
47,711,26834,0,243.02674188673475,33.52141312572846,45.28913879394531,0.0,0.0
48,303,27139,0,74.08871799986063,24.390104426606634,40.705711364746094,0.0,0.0
49,1527,28668,0,684.6207916611241,41.721768844235896,57.522945404052734,0.0,0.0
50,2450,31120,0,801.47887196545,29.76315895334019,47.892513275146484,0.0,0.0
51,463,31585,0,138.41735514111954,29.437703980372557,41.6567497253418,0.0,0.0
52,1364,32951,0,569.1766941593808,38.852116732903696,60.948829650878906,0.0,0.0
53,248,33201,0,0.005500842231608474,0.0018498289677330421,0.0061354683712124825,0.0,0.0
54,248,33451,0,0.005176919237912645,0.0017412858512890976,0.006934906356036663,0.0,0.0
55,248,33701,0,0.003425915595128566,0.001152464975553636,0.0032956611830741167,0.0,0.0
56,248,33951,0,0.0027550108158083822,0.0009265681881739481,0.005043504294008017,0.0,0.0
57,248,34201,0,0.0024857532616645336,0.0008361134798120006,0.0040692491456866264,0.0,0.0
58,248,34451,0,0.0028225286039785065,0.0009492743189302048,0.005975073203444481,0.0,0.0
59,322,34775,0,0.42098185164274876,0.10985738368502364,2.421308755874634,0.0,0.0
60,248,35025,0,0.002886968552840209,0.0009704920651147991,0.0055773756466805935,0.0,0.0
61,248,35275,0,0.002919045449100087,0.000982042689576056,0.00724148191511631,0.0,0.0
62,248,35525,0,0.0028497168318322662,0.0009584969687591272,0.0066566066816449165,0.0,0.0
63,248,35775,0,0.0026735882921708086,0.0008994146299066356,0.006436224561184645,0.0,0.0
64,248,36025,0,0.003374386574433545,0.0011350257301831247,0.006753566674888134,0.0,0.0
65,248,36275,0,0.00334586321843393,0.0011255067686086536,0.005776451900601387,0.0,0.0
66,248,36525,0,0.003043745841673038,0.0010234910779628639,0.0047759199514985085,0.0,0.0
67,248,36775,0,0.002688627271814803,0.0009036268291222973,0.0055097173899412155,0.0,0.0
68,248,37025,0,0.0028121922021886237,0.0009458866115892306,0.005833223927766085,0.0,0.0
69,579,37606,0,91.2625792429154,15.771108811035242,39.311851501464844,0.0,0.0
70,826,38434,0,350.56042190338667,41.65893717892874,64.37752532958984,0.0,0.0
71,2077,40513,0,758.075444879816,34.36938216497733,55.542266845703125,0.0,0.0
72,952,41467,0,348.1252851582477,34.41125165133814,53.29289245605469,0.0,0.0
73,290,41759,0,0.23156206223210404,0.06669148265666144,1.3120216131210327,0.0,0.0
74,248,42009,0,0.005333557896019541,0.0017933437242273584,0.00516956951469183,0.0,0.0
75,248,42259,0,0.004845010682586148,0.0016293822347741356,0.004933490883558989,0.0,0.0
76,248,42509,0,0.004813246676355545,0.0016187480871468001,0.006479901261627674,0.0,0.0
77,248,42759,0,0.0034053761209591996,0.0011452805691137215,0.007461973465979099,0.0,0.0
78,248,43009,0,0.002651938895764846,0.0008915838380201626,0.004044160712510347,0.0,0.0
79,248,43259,0,0.0028272478917056444,0.0009505949839524785,0.004884634632617235,0.0,0.0
80,248,43509,0,0.004301132756047347,0.0014459951999601945,0.005155473947525024,0.0,0.0
